weight_id,search_origin,weight_F1,weight_F3,weight_F4,excluded_outer_substation,inner_substations,inner_macro_precision,inner_macro_recall,inner_macro_f1,inner_pooled_tp,inner_pooled_fp,inner_pooled_fn,mean_inner_threshold,minimum_inner_threshold,maximum_inner_threshold,selection_context
weight_0162,grid,0.75,0.05,0.2,beta_A,7,0.6238167240038253,0.63945047109753,0.5933458959822625,352,94,93,0.6240423917770386,0.3864213228225708,0.694247841835022,outer_holdout_beta_A
weight_0163,grid,0.75,0.1,0.15000000000000002,beta_A,7,0.6131165069770398,0.6488472964943554,0.5940806370831104,362,94,83,0.560460490839822,0.4094562828540802,0.6215161085128784,outer_holdout_beta_A
weight_0164,grid,0.75,0.15000000000000002,0.1,beta_A,7,0.6021865163997833,0.6240752058399117,0.569264486839444,346,108,99,0.4950547048023769,0.35819488763809204,0.6033432483673096,outer_holdout_beta_A
weight_0165,grid,0.75,0.2,0.05,beta_A,7,0.6086279971061732,0.6746216789746201,0.6093343518164765,382,99,63,0.4286581895181111,0.22560854256153107,0.47717729210853577,outer_holdout_beta_A
weight_0166,grid,0.8,0.05,0.15000000000000002,beta_A,7,0.5936949427658387,0.6361909854851031,0.5802838676890315,352,104,93,0.5933514407702855,0.34896695613861084,0.6770670413970947,outer_holdout_beta_A
weight_0167,grid,0.8,0.1,0.1,beta_A,7,0.6057305562687887,0.6428559545030134,0.5843764876217447,357,104,88,0.5339400853429522,0.3793811798095703,0.6058536767959595,outer_holdout_beta_A
weight_0168,grid,0.8,0.15000000000000002,0.05,beta_A,7,0.5951066311567862,0.631694932518462,0.5656701254450794,345,115,100,0.47517500604901997,0.3260844945907593,0.6360693573951721,outer_holdout_beta_A
weight_0169,grid,0.8500000000000001,0.05,0.1,beta_A,7,0.6153359561529722,0.6527878787878788,0.5964243352778384,363,109,82,0.56670224240848,0.31151261925697327,0.6538168787956238,outer_holdout_beta_A
weight_0170,grid,0.8500000000000001,0.1,0.05,beta_A,7,0.5993415398024251,0.641713097360156,0.578966188325001,356,110,89,0.5160160745893206,0.3493061363697052,0.5904657244682312,outer_holdout_beta_A
weight_0171,grid,0.9,0.05,0.05,beta_A,7,0.6117237821249563,0.6256132756132756,0.574311957615924,341,106,104,0.5682271335806165,0.38130244612693787,0.7051010727882385,outer_holdout_beta_A
